,Rseq_targets,Rseq_hits,Rfrequency
true_Rseq,4.466907260967167,4.466907260967167,4.0
alt_corrected,4.086370059329056,4.086370059329056,4.0
alt_corrected_unif,4.264742109103205,4.264742109103205,4.0
alt_uncorrected,5.136219789416629,5.136219789416629,4.0
